Unnamed: 0,DR Number,Date Reported,Date Occurred,Time Occurred,Area ID,Area Name,Reporting District,Crime Code,Crime Code Description,MO Codes,Victim Age,Victim Sex,Victim Descent,Premise Code,Premise Description,Weapon Used Code,Weapon Description,Status Code,Status Description,Crime Code 1,Crime Code 2,Crime Code 3,Crime Code 4,Address,Cross Street,Location 
1292712,160913451,2016-07-06,2016-07-06,1100,9,Van Nuys,906,310,BURGLARY,0358 1414 1609 1822 0344,54.0,M,W,501.0,SINGLE FAMILY DWELLING,,,IC,Invest Cont,310.0,,,,7400    STANSBURY                    AV,,"(34.2058, -118.4409)"
672628,121719184,2012-10-21,2012-10-07,1700,17,Devonshire,1785,956,"LETTERS, LEWD",1259 1822,15.0,F,W,501.0,SINGLE FAMILY DWELLING,,,IC,Invest Cont,956.0,,,,8900    CANBY                        AV,,"(34.2319, -118.5349)"
986085,142118955,2014-11-28,2014-11-28,450,21,Topanga,2157,626,INTIMATE PARTNER - SIMPLE ASSAULT,2000 1241 0416,29.0,M,W,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,AO,Adult Other,626.0,,,,6700    ETON                         AV,,"(34.1925, -118.5955)"
179656,101922002,2010-09-29,2010-09-10,1515,19,Mission,1987,440,THEFT PLAIN - PETTY ($950 & UNDER),0344,23.0,F,O,501.0,SINGLE FAMILY DWELLING,,,IC,Invest Cont,440.0,,,,8800    COLBATH                      AV,,"(34.23, -118.4402)"
1025114,150323039,2015-10-22,2015-10-21,1350,3,Southwest,377,510,VEHICLE - STOLEN,,14.0,,,101.0,STREET,,,IC,Invest Cont,510.0,,,,1200    BROWNING                     BL,,"(34.0121, -118.2968)"
372447,110627674,2011-11-23,2011-11-22,1800,6,Hollywood,638,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),,10.0,,,101.0,STREET,,,IC,Invest Cont,420.0,,,,6100    FRANKLIN                     AV,,"(34.1053, -118.3224)"
1328241,161225111,2016-10-10,2016-10-09,1900,12,77th Street,1269,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",1402 1300 1814,21.0,F,B,101.0,STREET,307.0,VEHICLE,AO,Adult Other,230.0,,,,700 E  84TH                         ST,,"(33.9629, -118.2629)"
1071672,150901220,2015-08-16,2015-08-16,115,9,Van Nuys,915,624,BATTERY - SIMPLE ASSAULT,0416 1501,38.0,M,H,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,624.0,,,,7000    LENNOX                       AV,,"(34.1976, -118.4455)"
1118573,151314732,2015-07-15,2015-07-15,2000,13,Newton,1303,624,BATTERY - SIMPLE ASSAULT,0913 0448 0444 1810,31.0,F,W,504.0,OTHER RESIDENCE,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AA,Adult Arrest,624.0,,,,900 E  PICO                         BL,,"(34.0341, -118.2507)"
353579,110415159,2011-10-03,2011-10-03,1630,4,Hollenbeck,428,900,VIOLATION OF COURT ORDER,1241,38.0,M,O,501.0,SINGLE FAMILY DWELLING,,,IC,Invest Cont,900.0,,,,3100    PUEBLO                       AV,,"(34.0811, -118.1743)"
509950,112114655,2011-08-06,2011-08-05,1200,21,Topanga,2104,440,THEFT PLAIN - PETTY ($950 & UNDER),0344 1402,43.0,M,H,251.0,RECYCLING CENTER,,,IC,Invest Cont,440.0,998.0,,,8700    REMMET                       AV,,"(34.2282, -118.6002)"
474596,111718983,2011-10-21,2011-10-21,915,17,Devonshire,1761,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),,10.0,,,101.0,STREET,,,IC,Invest Cont,420.0,,,,21400    PLUMMER                      ST,,"(34.2427, -118.5976)"
1532200,172108129,2017-03-19,2017-03-18,1000,21,Topanga,2136,330,BURGLARY FROM VEHICLE,1607 0344 0321,35.0,M,B,101.0,STREET,,,IC,Invest Cont,330.0,,,,OWENSMOUTH                   AV,WYANDOTTE                    ST,"(34.2029, -118.6016)"
964379,141914015,2014-06-21,2014-06-20,2200,19,Mission,1985,624,BATTERY - SIMPLE ASSAULT,0416,40.0,F,H,102.0,SIDEWALK,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,624.0,,,,8800    TOBIAS                       AV,,"(34.2299, -118.4516)"
1525698,172005033,2017-01-23,2017-01-21,1500,20,Olympic,2029,310,BURGLARY,0344 0358 1608,,M,W,118.0,CONSTRUCTION SITE,,,IC,Invest Cont,310.0,,,,2900 W  6TH                          ST,,"(34.0637, -118.2843)"
447374,111429778,2011-10-28,2011-10-27,2230,14,Pacific,1468,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS) 0114",0329,20.0,M,H,101.0,STREET,500.0,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,740.0,,,,4900    MARIONWOOD                   DR,,"(33.9935, -118.41)"
21302,130313313,2013-05-24,2013-05-24,2240,3,Southwest,315,624,BATTERY - SIMPLE ASSAULT,0400 0446 0416 0913,33.0,M,B,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624.0,,,,2200 W  ADAMS                        BL,,"(34.0327, -118.3149)"
859463,140811042,2014-07-09,2014-07-07,2230,8,West LA,831,930,CRIMINAL THREATS - NO WEAPON DISPLAYED,0443,33.0,M,B,501.0,SINGLE FAMILY DWELLING,511.0,VERBAL THREAT,AO,Adult Other,930.0,,,,1000 S  BUNDY                        DR,,"(34.0472, -118.4691)"
196849,102117447,2010-09-16,2010-09-09,1200,21,Topanga,2111,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD0036",0329 0344,,M,W,501.0,SINGLE FAMILY DWELLING,,,IC,Invest Cont,341.0,740.0,,,23600    ARMINTA                      ST,,"(34.2133, -118.6407)"
231292,100319947,2010-08-17,2010-08-16,1900,3,Southwest,399,510,VEHICLE - STOLEN,,,,,101.0,STREET,,,IC,Invest Cont,510.0,,,,42ND,FIGUEROA,"(34.0074, -118.2827)"
646446,121501376,2012-11-26,2012-11-26,2220,15,N Hollywood,1549,626,INTIMATE PARTNER - SIMPLE ASSAULT,2000 1243 0913 1813 0334 0400 0416 1402,37.0,F,B,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",109.0,SEMI-AUTOMATIC PISTOL,IC,Invest Cont,626.0,998.0,,,5500    BONNER                       AV,,"(34.17, -118.3741)"
145674,101608335,2010-03-30,2010-03-30,1510,16,Foothill,1651,440,THEFT PLAIN - PETTY ($950 & UNDER),0325,23.0,M,H,404.0,DEPARTMENT STORE,,,IC,Invest Cont,440.0,,,,9700    LAUREL CANYON                BL,,"(34.2459, -118.4185)"
875025,141008487,2014-04-15,2014-04-15,1100,10,West Valley,1037,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD0036",1402,28.0,F,H,501.0,SINGLE FAMILY DWELLING,,,AA,Adult Arrest,341.0,,,,6600    ANDASOL                      AV,,"(34.1907, -118.512)"
95343,131018164,2013-11-26,2013-11-25,2300,10,West Valley,1063,330,BURGLARY FROM VEHICLE,0344 1609 0377 1606,54.0,M,O,108.0,PARKING LOT,,,IC,Invest Cont,330.0,,,,18300    VENTURA                      BL,,"(34.1667, -118.5308)"
381347,110800615,2011-02-09,2011-02-09,1545,8,West LA,802,210,ROBBERY,,41.0,F,W,201.0,JEWELRY STORE,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,210.0,998.0,,,15400 W  SUNSET                       BL,,"(34.048, -118.5269)"
72900,130915646,2013-08-16,2013-08-16,2200,9,Van Nuys,941,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),0329 1300,22.0,F,H,108.0,PARKING LOT,,,IC,Invest Cont,745.0,,,,14900    BURBANK                      BL,,"(34.1721, -118.4574)"
1015653,150306319,2015-02-09,2015-02-09,230,3,Southwest,355,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",0906 0430 1100 1822,29.0,M,B,102.0,SIDEWALK,106.0,UNKNOWN FIREARM,IC,Invest Cont,230.0,,,,W  36TH                         ST,SAINT ANDREWS                PL,"(34.0228, -118.3119)"
1046057,150607468,2015-02-22,2015-02-09,900,6,Hollywood,632,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD0036",0344,24.0,F,W,501.0,SINGLE FAMILY DWELLING,,,IC,Invest Cont,341.0,,,,7900 W  SUNSET                       BL,,"(34.0981, -118.3615)"
330771,110209913,2011-04-27,2011-04-01,230,2,Rampart,205,930,CRIMINAL THREATS - NO WEAPON DISPLAYED,0443 1912,43.0,M,W,501.0,SINGLE FAMILY DWELLING,500.0,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,930.0,,,,700    MICHELTORENA                 ST,,"(34.0808, -118.2801)"
885239,141113121,2014-07-09,2014-06-09,1600,11,Northeast,1183,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS) 0114",0329 0913,,M,O,203.0,OTHER BUSINESS,,,AO,Adult Other,740.0,,,,1300    GLENDALE                     BL,,"(34.0782, -118.2604)"
1120734,151319071,2015-10-04,2015-10-04,2017,13,Newton,1346,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",1309 0416 0445 0913 0334,30.0,M,H,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",312.0,PIPE/METAL PIPE,AO,Adult Other,230.0,,,,1300 E  42ND                         ST,,"(34.0076, -118.2521)"
783696,132016770,2013-09-26,2013-09-25,1800,20,Olympic,2069,956,"LETTERS, LEWD",0913 1814,32.0,F,B,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,AO,Adult Other,956.0,,,,1200    MENLO                        AV,,"(34.049, -118.2907)"
26208,130322151,2013-10-12,2013-10-12,224,3,Southwest,359,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),0329,52.0,M,B,102.0,SIDEWALK,,,AA,Adult Arrest,745.0,,,,JEFFERSON                    BL,FIGUEROA,"(34.0219, -118.28)"
1021199,150316344,2015-07-15,2015-07-13,1700,3,Southwest,363,440,THEFT PLAIN - PETTY ($950 & UNDER),0352 0344,19.0,M,H,406.0,OTHER STORE,,,IC,Invest Cont,440.0,,,,4100    CRENSHAW                     BL,,"(34.0126, -118.3403)"
958268,141820127,2014-11-13,2014-11-10,200,18,Southeast,1862,821,SODOMY/SEXUAL CONTACT B/W PENIS OF ONE PERS TO ANUS OTH 0007=02,0519,27.0,F,B,103.0,ALLEY,,,IC,Invest Cont,821.0,,,,11900 S  MAIN                         ST,,"(33.9247, -118.2739)"
798588,140115804,2014-07-03,2014-07-03,1645,1,Central,176,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",0416 1420,17.0,F,H,102.0,SIDEWALK,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,230.0,,,,700    SAN JULIAN                   ST,,"(34.0412, -118.2474)"
795613,140106320,2014-02-04,2014-02-04,1020,1,Central,174,440,THEFT PLAIN - PETTY ($950 & UNDER),0344 0345,38.0,F,W,218.0,BEAUTY/BARBER SHOP,,,IC,Invest Cont,440.0,,,,700 S  MAIN                         ST,,"(34.0439, -118.2514)"
1471962,170911691,2017-05-21,2017-05-21,250,9,Van Nuys,989,440,THEFT PLAIN - PETTY ($950 & UNDER),0344,57.0,M,W,207.0,BAR/COCKTAIL/NIGHTCLUB,,,IC,Invest Cont,440.0,,,,13600    MOORPARK                     ST,,"(34.1504, -118.4296)"
827120,140410433,2014-06-16,2014-06-15,700,4,Hollenbeck,455,626,INTIMATE PARTNER - SIMPLE ASSAULT,2000 1241 1821 0416 0400 0448 0444,48.0,F,H,501.0,SINGLE FAMILY DWELLING,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,626.0,,,,300 N  SOTO                         ST,,"(34.0468, -118.2078)"
817037,140314052,2014-06-19,2014-06-19,1130,3,Southwest,373,310,BURGLARY,1609 0344 0329 0321,53.0,F,B,501.0,SINGLE FAMILY DWELLING,,,IC,Invest Cont,310.0,,,,4000    MC CLUNG                     DR,,"(34.0121, -118.3338)"
892027,141207429,2014-02-25,2014-02-25,1340,12,77th Street,1273,210,ROBBERY,0344 1822 0319 0443 0416 0104,,M,X,402.0,MARKET,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,210.0,,,,8800 S  WESTERN                      AV,,"(33.9582, -118.309)"
109841,101226542,2010-10-23,2010-10-22,1200,12,77th Street,1266,354,THEFT OF IDENTITY,0100 0377 1822,55.0,F,B,501.0,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354.0,,,,900 W  81ST                         ST,,"(33.9655, -118.2893)"
1301227,161010818,2016-06-07,2016-06-06,1145,10,West Valley,1001,440,THEFT PLAIN - PETTY ($950 & UNDER),0342 1309 1420 0349,44.0,M,B,501.0,SINGLE FAMILY DWELLING,,,IC,Invest Cont,440.0,,,,7800    TOPEKA                       DR,,"(34.212, -118.5454)"
1101027,151206474,2015-02-06,2015-02-06,200,12,77th Street,1241,624,BATTERY - SIMPLE ASSAULT,0400 0417 0419 0448 1601 2000,29.0,F,B,503.0,HOTEL,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,624.0,,,,6300    CRENSHAW                     BL,,"(33.9829, -118.3309)"
1169788,151816890,2015-09-07,2015-09-07,1200,18,Southeast,1863,626,INTIMATE PARTNER - SIMPLE ASSAULT,2000 1813 0416,24.0,F,B,501.0,SINGLE FAMILY DWELLING,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AA,Adult Arrest,626.0,,,,11600    TOWNE                        AV,,"(33.9292, -118.2664)"
300815,101511981,2010-05-07,2010-05-07,910,15,N Hollywood,1546,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),0329,37.0,F,A,122.0,"VEHICLE, PASSENGER/TRUCK",,,IC,Invest Cont,745.0,,,,IRVINE                       AV,MCCORMICK                    ST,"(34.1659, -118.3855)"
946781,141715158,2014-09-16,2014-09-16,1600,17,Devonshire,1794,624,BATTERY - SIMPLE ASSAULT,0416 0552,43.0,M,W,501.0,SINGLE FAMILY DWELLING,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,624.0,,,,18500    CHASE                        ST,,"(34.2246, -118.5361)"
590588,120915233,2012-07-30,2012-07-29,1230,9,Van Nuys,923,624,BATTERY - SIMPLE ASSAULT,0400 0411,37.0,M,W,102.0,SIDEWALK,500.0,UNKNOWN WEAPON/OTHER WEAPON,AO,Adult Other,624.0,,,,15200    VICTORY                      BL,,"(34.1867, -118.464)"
195427,102114653,2010-07-22,2010-06-23,1000,21,Topanga,2156,440,THEFT PLAIN - PETTY ($950 & UNDER),0344 1202,67.0,F,W,404.0,DEPARTMENT STORE,,,IC,Invest Cont,440.0,,,,21400    VICTORY                      BL,,"(34.1884, -118.5975)"
127622,101417008,2010-07-19,2010-07-13,1830,14,Pacific,1431,354,THEFT OF IDENTITY,1822,58.0,M,W,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,354.0,,,,300    MARKET                       ST,,"(33.9899, -118.4698)"
1489161,171217717,2017-07-07,2017-07-06,1700,12,77th Street,1235,310,BURGLARY,1822 1601 0344 0329,25.0,F,H,723.0,PRIVATE SCHOOL/PRESCHOOL,,,IC,Invest Cont,310.0,,,,1500 W  SLAUSON                      AV,,"(33.9892, -118.3024)"
1120397,151318431,2015-09-21,2015-09-21,1755,13,Newton,1321,622,BATTERY ON A FIREFIGHTER,1213 0417,14.0,M,W,101.0,STREET,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,622.0,,,,300 E  25TH                         ST,,"(34.0248, -118.266)"
844266,140617608,2014-08-18,2014-08-18,145,6,Hollywood,663,330,BURGLARY FROM VEHICLE,0344,42.0,M,W,108.0,PARKING LOT,,,IC,Invest Cont,330.0,,,,1200 N  ORANGE                       DR,,"(34.0926, -118.3416)"
940145,141616220,2014-12-01,2014-12-01,30,16,Foothill,1637,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD0036",0344 1238 0345,28.0,M,H,101.0,STREET,,,IC,Invest Cont,341.0,,,,ORO VISTA,FOOTHILL                     BL,"(34.2597, -118.3157)"
1428870,171904295,2017-01-06,2016-06-25,800,19,Mission,1994,354,THEFT OF IDENTITY,1822 0917,25.0,F,B,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,354.0,,,,14700    TITUS                        ST,,"(34.2198, -118.4533)"
1563180,170915543,2017-08-15,2017-08-13,1430,9,Van Nuys,933,310,BURGLARY,1608 0358 1606 0344,40.0,F,H,203.0,OTHER BUSINESS,,,IC,Invest Cont,310.0,,,,14500    CALVERT                      ST,,"(34.1817, -118.4487)"
302871,101608081,2010-03-25,2010-03-25,30,16,Foothill,1684,510,VEHICLE - STOLEN,,,,,101.0,STREET,,,IC,Invest Cont,510.0,,,,7700    AGNES                        AV,,"(34.2103, -118.3954)"
1295053,160918202,2016-10-05,2016-10-05,217,9,Van Nuys,985,310,BURGLARY,0344 0324 0358 1609 0327 1414,31.0,M,A,210.0,RESTAURANT/FAST FOOD,,,IC,Invest Cont,310.0,,,,14400    VENTURA                      BL,,"(34.1505, -118.4458)"
997952,150109700,2015-03-27,2015-03-27,1450,1,Central,166,510,VEHICLE - STOLEN,,20.0,M,O,101.0,STREET,,,AO,Adult Other,510.0,,,,7TH,SAN JULIAN,"(34.0407, -118.2468)"
1220611,160206864,2016-02-25,2016-01-11,120,2,Rampart,238,310,BURGLARY,0344 1605,15.0,M,H,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,AA,Adult Arrest,310.0,,,,1300    COURT                        ST,,"(34.0641, -118.2567)"
875769,141009963,2014-05-22,2014-05-21,1900,10,West Valley,1045,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS) 0114",1420 0329,47.0,M,O,122.0,"VEHICLE, PASSENGER/TRUCK",,,AA,Adult Arrest,740.0,,,,17900    BURBANK                      BL,,"(34.1722, -118.522)"
825541,140406702,2014-03-10,2014-03-10,1530,4,Hollenbeck,463,440,THEFT PLAIN - PETTY ($950 & UNDER),0344,34.0,F,H,210.0,RESTAURANT/FAST FOOD,,,IC,Invest Cont,440.0,,,,STATE                        ST,1ST                          ST,"(34.0466, -118.2174)"
506349,112107046,2011-03-03,2011-02-14,1400,21,Topanga,2145,956,"LETTERS, LEWD",1501,41.0,F,W,720.0,JUNIOR HIGH SCHOOL,,,IC,Invest Cont,956.0,,,,22100    HART                         ST,,"(34.1974, -118.6081)"
946339,141714275,2014-08-27,2014-08-22,1700,17,Devonshire,1714,510,VEHICLE - STOLEN,,13.0,,,101.0,STREET,,,IC,Invest Cont,510.0,,,,RESEDA,RINALDI,"(34.2781, -118.5356)"
1333891,161308847,2016-03-26,2016-03-26,1245,13,Newton,1391,761,BRANDISH WEAPON,0334 0432 0319 1822,35.0,M,H,501.0,SINGLE FAMILY DWELLING,109.0,SEMI-AUTOMATIC PISTOL,IC,Invest Cont,761.0,,,,300 W  67TH                         ST,,"(33.979, -118.2783)"
357045,110506679,2011-02-24,2011-02-24,1000,5,Harbor,584,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS) 0114",0329,24.0,M,W,725.0,"GOVERNMENT FACILITY (FEDERAL,STATE, COUNTY & CITY)",,,IC,Invest Cont,740.0,998.0,,,3600 S  GAFFEY                       ST,,"(33.7115, -118.2928)"
374600,110706005,2011-02-16,2011-01-31,1430,7,Wilshire,764,354,THEFT OF IDENTITY,0377 0701 0922 1822,43.0,M,H,501.0,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354.0,,,,1600 S  SIERRA BONITA                AV,,"(34.0458, -118.3602)"
1377681,161713237,2016-07-13,2016-07-13,1445,17,Devonshire,1757,354,THEFT OF IDENTITY,0377 0923 1822,56.0,M,W,602.0,BANK,,,AA,Adult Arrest,354.0,,,,16800    DEVONSHIRE                   ST,,"(34.2575, -118.498)"
1087264,151015138,2015-09-22,2015-09-18,2130,10,West Valley,1025,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),1606 0377 0344,43.0,F,W,101.0,STREET,,,IC,Invest Cont,420.0,,,,SHERMAN                      WY,CANBY,"(34.2012, -118.5348)"
605421,121107590,2012-03-12,2012-03-10,2300,11,Northeast,1139,510,VEHICLE - STOLEN,,11.0,,,101.0,STREET,,,IC,Invest Cont,510.0,,,,5900    BENNER                       ST,,"(34.1076, -118.1889)"
794571,140100798,2014-04-16,2014-04-16,2155,1,Central,171,624,BATTERY - SIMPLE ASSAULT,0416,37.0,F,B,503.0,HOTEL,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624.0,,,,800 W  OLYMPIC                      BL,,"(34.045, -118.264)"
1264528,160614871,2016-06-25,2016-06-24,2200,6,Hollywood,677,510,VEHICLE - STOLEN,,15.0,,,101.0,STREET,,,IC,Invest Cont,510.0,,,,GOWER,MELROSE,"(34.0835, -118.3222)"
1496019,171406718,2017-02-15,2017-02-15,2100,14,Pacific,1494,440,THEFT PLAIN - PETTY ($950 & UNDER),0344,51.0,M,H,212.0,TRANSPORTATION FACILITY (AIRPORT),,,IC,Invest Cont,440.0,,,,500    WORLD                        WY,,"(33.9428, -118.4054)"
169905,101820260,2010-10-08,2010-10-08,1120,18,Southeast,1891,624,BATTERY - SIMPLE ASSAULT,0400 0416 0432,20.0,F,H,719.0,MEDICAL/DENTAL OFFICES,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,624.0,,,,700 W  GARDENA                      BL,,"(33.8817, -118.2869)"
1167472,151812856,2015-06-23,2015-06-23,2130,18,Southeast,1821,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",1100 0430 1270 1809 0906,26.0,M,B,104.0,DRIVEWAY,102.0,HAND GUN,IC,Invest Cont,230.0,,,,500 W  94TH                         ST,,"(33.951, -118.2827)"
1180446,151918860,2015-09-27,2015-09-26,2045,19,Mission,1969,901,VIOLATION OF RESTRAINING ORDER,1501,62.0,M,H,501.0,SINGLE FAMILY DWELLING,,,IC,Invest Cont,901.0,,,,9700    VENA                         AV,,"(34.2462, -118.426)"
642409,121421068,2012-08-21,2012-08-21,950,14,Pacific,1488,510,VEHICLE - STOLEN,,11.0,,,203.0,OTHER BUSINESS,,,IC,Invest Cont,510.0,,,,5600 W  ARBOR VITAE                  ST,,"(33.9527, -118.3787)"
1209818,160106511,2016-01-31,2016-01-31,2320,1,Central,182,210,ROBBERY,2004 0302 0308 0337 0355 1306,35.0,F,W,108.0,PARKING LOT,102.0,HAND GUN,IC,Invest Cont,210.0,,,,11TH                         ST,OLIVE,"(34.0409, -118.2609)"
584645,120818551,2012-12-19,2012-12-18,1600,8,West LA,881,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD0036",0344,42.0,F,W,702.0,OFFICE BUILDING/OFFICE,,,IC,Invest Cont,341.0,,,,2200 S  WESTGATE                     AV,,"(34.0319, -118.4506)"
157579,101715282,2010-07-27,2010-07-27,2130,17,Devonshire,1743,510,VEHICLE - STOLEN,,,,,101.0,STREET,,,IC,Invest Cont,510.0,,,,CHATSWORTH                   ST,ZELZAH                       ST,"(34.2649, -118.5234)"
727852,131418690,2013-07-21,2013-07-21,650,14,Pacific,1414,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS) 0114",0329,12.0,M,W,101.0,STREET,,,AA,Adult Arrest,740.0,,,,200    LINCOLN                      BL,,"(34.0018, -118.4688)"
725748,131412075,2013-05-28,2013-05-28,1130,14,Pacific,1487,626,INTIMATE PARTNER - SIMPLE ASSAULT,2000,43.0,M,W,501.0,SINGLE FAMILY DWELLING,,,AO,Adult Other,626.0,,,,8900    FLEETWING                    AV,,"(33.9564, -118.3939)"
1147621,151607689,2015-04-09,2015-04-08,2330,16,Foothill,1681,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),0385 0344 1300,54.0,F,H,101.0,STREET,,,IC,Invest Cont,420.0,,,,8200    LAURELGROVE                  AV,,"(34.2202, -118.4009)"
914717,141408663,2014-03-03,2014-01-28,850,14,Pacific,1488,220,ATTEMPTED ROBBERY,0344 0337,32.0,M,W,108.0,PARKING LOT,102.0,HAND GUN,AO,Adult Other,220.0,,,,5700    INTERCEPTOR                  ST,,"(33.9553, -118.3816)"
705336,122107268,2012-03-08,2012-03-06,1322,21,Topanga,2113,440,THEFT PLAIN - PETTY ($950 & UNDER),1602,35.0,M,H,103.0,ALLEY,,,IC,Invest Cont,440.0,,,,7800    SAUSALITO                    AV,,"(34.2119, -118.6157)"
74161,130918199,2013-10-09,2013-10-06,2000,9,Van Nuys,935,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS) 0114",0329 1300,38.0,F,H,101.0,STREET,,,IC,Invest Cont,740.0,,,,14200    CALVERT                      ST,,"(34.1817, -118.4422)"
562975,120614626,2012-05-23,2012-05-23,1320,6,Hollywood,678,860,BATTERY WITH SEXUAL CONTACT,0400 1402 0503,31.0,F,B,102.0,SIDEWALK,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,860.0,998.0,,,4800    MELROSE                      AV,,"(34.0836, -118.3049)"
1052984,150624808,2015-11-23,2015-10-19,1900,6,Hollywood,629,354,THEFT OF IDENTITY,1822,35.0,M,W,501.0,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354.0,,,,5800    TUXEDO                       TR,,"(34.114, -118.3153)"
1022429,150318484,2015-08-17,2015-08-16,1900,3,Southwest,338,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS) 0114",0329,22.0,F,H,122.0,"VEHICLE, PASSENGER/TRUCK",,,IC,Invest Cont,740.0,,,,1300 W  30TH                         PL,,"(34.0269, -118.2915)"
789043,132110009,2013-05-14,2013-04-29,1200,21,Topanga,2156,662,"BUNCO, GRAND THEFT",0344 0701,27.0,M,O,406.0,OTHER STORE,,,IC,Invest Cont,662.0,,,,6600    TOPANGA CANYON               BL,,"(34.1905, -118.6059)"
941208,141704294,2014-01-07,2014-01-05,2100,17,Devonshire,1771,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD0036",0344 1822,84.0,M,W,203.0,OTHER BUSINESS,,,IC,Invest Cont,341.0,,,,20800    PLUMMER                      ST,,"(34.2427, -118.5869)"
252531,100601221,2010-10-17,2010-10-16,1310,6,Hollywood,639,626,INTIMATE PARTNER - SIMPLE ASSAULT,0400 0408 0416 0429 0444 2000,33.0,F,W,501.0,SINGLE FAMILY DWELLING,,,IC,Invest Cont,626.0,,,,1700 N  KINGSLEY                     DR,,"(34.1018, -118.3035)"
